client_id,month,equity_pct,bonds_pct,crypto_pct,volatility,return,risk_level
C0071,2024-05,22.76,74.16,3.08,7.46,0.0565,Low
C0071,2024-06,11.26,88.57,0.17,5.31,0.0984,Low
C0071,2024-07,20.95,74.85,4.2,2.96,0.0451,Low
C0071,2024-08,15.94,83.81,0.25,6.35,0.0302,Low
C0071,2024-09,12.79,84.17,3.04,3.69,0.0354,Low
C0071,2024-10,30.04,68.0,1.96,6.5,0.0253,Low
C0071,2024-11,13.14,83.0,3.86,3.42,0.0482,Low
C0071,2024-12,33.23,64.83,1.94,2.4,0.0623,Low
C0072,2024-01,30.68,66.7,2.62,6.65,0.0345,Low
C0072,2024-02,10.75,84.44,4.81,6.01,0.0194,Low
C0072,2024-03,33.33,65.34,1.33,5.67,0.0283,Low
C0072,2024-04,31.2,64.06,4.74,7.31,0.0764,Low
C0072,2024-05,28.47,70.14,1.39,3.69,0.0569,Low
C0072,2024-06,25.57,69.48,4.95,3.87,0.0608,Low
C0072,2024-07,18.5,81.11,0.39,4.66,0.0283,Low
C0072,2024-08,30.86,64.46,4.68,3.11,0.0394,Low
C0072,2024-09,19.32,76.04,4.64,2.37,0.0374,Low
C0072,2024-10,34.21,63.56,2.23,5.01,0.0543,Low
C0072,2024-11,16.17,81.48,2.35,5.97,0.0557,Low
C0072,2024-12,24.45,71.03,4.52,6.9,0.0645,Low
C0073,2024-01,41.94,47.92,10.14,15.82,0.0181,High
C0073,2024-02,54.09,18.22,27.69,28.12,0.2377,High
C0073,2024-03,71.82,11.9,16.28,24.44,0.025,High
C0073,2024-04,46.46,36.7,16.84,19.74,0.0374,High
C0073,2024-05,69.08,18.52,12.4,25.23,-0.0584,High
C0073,2024-06,57.25,26.75,16.0,22.73,0.0962,High
C0073,2024-07,55.18,31.53,13.29,14.1,0.1121,High
C0073,2024-08,52.04,23.3,24.66,23.86,0.0932,High
C0073,2024-09,72.6,0.98,26.42,22.2,0.1468,High
C0073,2024-10,53.98,29.48,16.54,12.19,0.0874,High
C0073,2024-11,68.93,5.05,26.02,13.88,0.0486,High
C0073,2024-12,44.16,26.23,29.61,15.86,0.2024,High
C0074,2024-01,24.88,71.43,3.69,2.19,0.0496,Low
C0074,2024-02,12.58,86.56,0.86,5.41,0.0711,Low
C0074,2024-03,17.41,77.9,4.69,6.91,0.043,Low
C0074,2024-04,18.69,81.06,0.25,2.32,0.0428,Low
C0074,2024-05,27.3,70.41,2.29,3.36,0.0321,Low
C0074,2024-06,24.44,73.76,1.8,6.94,0.058,Low
C0074,2024-07,30.51,67.1,2.39,4.1,0.0623,Low
C0074,2024-08,18.2,80.75,1.05,2.51,0.0365,Low
C0074,2024-09,21.67,75.92,2.41,7.05,0.032,Low
C0074,2024-10,30.21,65.67,4.12,4.31,0.0332,Low
C0074,2024-11,21.47,77.01,1.52,7.6,0.0502,Low
C0074,2024-12,10.81,86.81,2.38,4.45,0.0644,Low
C0075,2024-01,26.41,68.73,4.86,5.37,0.0435,Low
C0075,2024-02,20.44,78.98,0.58,5.68,0.0438,Low
C0075,2024-03,33.46,63.23,3.31,2.46,0.056,Low
C0075,2024-04,20.08,75.75,4.17,6.89,0.0027,Low
C0075,2024-05,25.29,72.84,1.87,3.53,0.0418,Low
C0075,2024-06,20.33,76.29,3.38,5.95,0.0302,Low
C0075,2024-07,11.75,86.27,1.98,3.09,0.0412,Low
C0075,2024-08,11.04,86.86,2.1,3.01,0.035,Low
C0075,2024-09,31.98,65.23,2.79,3.39,0.0672,Low
C0075,2024-10,33.96,64.94,1.1,7.32,0.0487,Low
C0075,2024-11,33.36,62.06,4.58,5.81,0.0301,Low
C0075,2024-12,28.81,68.53,2.66,6.06,0.0785,Low
C0076,2024-01,51.94,35.34,12.72,7.32,0.0746,Medium
C0076,2024-02,55.34,37.05,7.61,9.41,0.1022,Medium
C0076,2024-03,57.45,37.28,5.27,13.6,0.1609,Medium
C0076,2024-04,39.25,51.3,9.45,8.93,-0.0104,Medium
C0076,2024-05,31.17,63.29,5.54,6.06,0.0796,Medium
C0076,2024-06,40.38,48.9,10.72,13.25,0.0355,Medium
C0076,2024-07,58.41,34.39,7.2,13.05,0.0707,Medium
C0076,2024-08,49.79,39.27,10.94,7.08,0.0609,Medium
C0076,2024-09,58.15,37.49,4.36,11.6,0.0394,Medium
C0076,2024-10,46.4,46.18,7.42,7.44,0.0391,Medium
C0076,2024-11,35.12,57.44,7.44,12.82,0.0242,Medium
C0076,2024-12,30.5,58.9,10.6,11.42,0.0503,Medium
C0077,2024-01,15.84,84.04,0.12,7.01,0.0484,Low
C0077,2024-02,33.16,64.74,2.1,2.3,0.0466,Low
C0077,2024-03,10.98,86.15,2.87,4.36,0.0399,Low
C0077,2024-04,10.28,85.78,3.94,3.84,0.0351,Low
C0077,2024-05,11.01,86.05,2.94,4.39,0.0396,Low
C0077,2024-06,16.88,79.57,3.55,3.63,0.0475,Low
C0077,2024-07,32.61,65.52,1.87,5.3,0.047,Low
C0077,2024-08,30.81,65.16,4.03,3.35,0.0442,Low
C0077,2024-09,15.65,80.26,4.09,7.58,0.0402,Low
C0077,2024-10,18.44,77.21,4.35,2.5,0.0377,Low
C0077,2024-11,15.28,80.96,3.76,2.31,0.022,Low
C0077,2024-12,18.36,79.67,1.97,5.18,0.0357,Low
C0078,2024-01,24.3,71.67,4.03,6.56,0.0436,Low
C0078,2024-02,16.7,81.49,1.81,4.45,0.0383,Low
C0078,2024-03,27.0,72.72,0.28,2.21,0.0542,Low
C0078,2024-04,14.83,81.96,3.21,3.56,0.0321,Low
C0078,2024-05,32.15,63.37,4.48,3.78,0.0461,Low
C0078,2024-06,16.02,80.62,3.36,6.96,0.0122,Low
C0078,2024-07,26.83,69.05,4.12,4.38,0.0547,Low
C0078,2024-08,19.01,77.63,3.36,3.62,0.036,Low
C0078,2024-09,12.03,83.01,4.96,2.94,0.0473,Low
C0078,2024-10,24.45,71.22,4.33,3.74,0.0599,Low
C0078,2024-11,21.69,75.21,3.1,4.47,0.0199,Low
C0078,2024-12,24.11,71.64,4.25,3.21,0.0396,Low
C0079,2024-01,64.11,9.42,26.47,22.01,0.0309,High
C0079,2024-02,66.79,18.15,15.06,27.58,0.0255,High
C0079,2024-03,43.6,43.88,12.52,29.62,0.1468,High
C0079,2024-04,51.35,25.12,23.53,22.7,0.1146,High
C0079,2024-05,61.11,15.24,23.65,22.36,-0.0222,High
C0079,2024-06,66.9,18.57,14.53,24.46,0.0424,High
C0079,2024-07,48.16,29.33,22.51,25.45,0.1028,High
C0079,2024-08,69.73,19.37,10.9,25.21,0.0032,High
C0079,2024-09,51.95,28.48,19.57,28.72,0.0435,High
C0079,2024-10,40.48,47.89,11.63,16.65,-0.037,High
C0079,2024-11,40.97,36.4,22.63,19.68,0.002,High
C0079,2024-12,50.35,26.37,23.28,29.38,0.0998,High
C0080,2024-01,32.26,64.86,2.88,5.38,0.0371,Low
C0080,2024-02,12.25,84.75,3.0,4.05,0.0397,Low
C0080,2024-03,32.93,65.04,2.03,2.86,0.0403,Low
C0080,2024-04,23.14,73.37,3.49,7.4,0.0688,Low
C0080,2024-05,29.81,66.81,3.38,6.08,0.0469,Low
C0080,2024-06,10.03,88.61,1.36,3.31,0.0392,Low
C0080,2024-07,26.54,70.29,3.17,5.56,0.0665,Low
C0080,2024-08,23.92,74.37,1.71,2.81,0.0335,Low
C0080,2024-09,12.36,83.48,4.16,7.51,0.024,Low
C0080,2024-10,20.06,76.3,3.64,6.68,0.0502,Low
C0080,2024-11,12.96,87.04,0.0,6.27,0.0121,Low
C0080,2024-12,10.32,86.98,2.7,7.11,0.0222,Low
C0081,2024-01,59.8,19.91,20.29,13.53,-0.0031,High
C0081,2024-02,61.25,20.98,17.77,16.33,0.1249,High
C0081,2024-03,43.32,40.38,16.3,13.74,0.1297,High
C0081,2024-04,70.23,0.0,29.77,22.49,-0.067,High
C0081,2024-05,68.44,15.02,16.54,17.5,0.1721,High
C0081,2024-06,63.88,19.82,16.3,14.4,0.0407,High
C0081,2024-07,62.13,25.3,12.57,22.41,0.1502,High
C0081,2024-08,66.37,6.17,27.46,21.0,0.163,High
C0081,2024-09,65.56,12.06,22.38,15.36,0.1858,High
C0081,2024-10,69.75,16.33,13.92,14.26,0.0382,High
C0081,2024-11,73.72,14.12,12.16,20.61,0.1508,High
C0081,2024-12,43.01,45.85,11.14,13.9,0.1616,High
C0082,2024-01,46.33,48.63,5.04,11.74,0.1286,Medium
C0082,2024-02,37.57,56.43,6.0,11.52,0.0553,Medium
C0082,2024-03,56.94,30.53,12.53,11.25,0.0464,Medium
C0082,2024-04,49.23,42.71,8.06,7.71,0.0959,Medium
C0082,2024-05,51.06,39.71,9.23,9.23,0.0562,Medium
C0082,2024-06,52.99,35.88,11.13,8.98,0.0657,Medium
C0082,2024-07,50.27,42.58,7.15,12.81,-0.023,Medium
C0082,2024-08,58.04,36.7,5.26,7.08,0.0403,Medium
C0082,2024-09,47.54,37.86,14.6,9.4,0.0662,Medium
C0082,2024-10,45.18,50.72,4.1,11.92,0.0398,Medium
C0082,2024-11,59.94,32.19,7.87,9.19,0.0438,Medium
C0082,2024-12,56.5,36.11,7.39,9.49,0.0603,Medium
C0083,2024-01,43.26,46.31,10.43,6.55,0.072,Medium
C0083,2024-02,34.54,57.25,8.21,11.42,0.0616,Medium
C0083,2024-03,47.45,45.33,7.22,9.04,0.0548,Medium
C0083,2024-04,34.88,53.57,11.55,7.88,0.0385,Medium
C0083,2024-05,31.76,59.06,9.18,11.36,0.0641,Medium
C0083,2024-06,40.36,47.2,12.44,10.86,0.0986,Medium
C0083,2024-07,32.37,58.27,9.36,14.17,-0.0096,Medium
C0083,2024-08,34.3,61.73,3.97,9.89,0.0281,Medium
C0083,2024-09,47.87,49.08,3.05,14.46,0.0795,Medium
C0083,2024-10,54.86,42.1,3.04,10.29,0.107,Medium
C0083,2024-11,48.91,38.32,12.77,13.05,0.0774,Medium
C0083,2024-12,33.73,52.89,13.38,14.74,0.0586,Medium
C0084,2024-01,28.05,71.75,0.2,4.43,0.0793,Low
C0084,2024-02,33.4,63.24,3.36,4.89,0.0585,Low
C0084,2024-03,30.24,65.01,4.75,2.13,0.0471,Low
C0084,2024-04,13.3,84.5,2.2,5.86,0.0541,Low
C0084,2024-05,19.53,80.2,0.27,5.6,0.0362,Low
C0084,2024-06,15.41,82.38,2.21,2.29,0.0459,Low
C0084,2024-07,30.51,65.36,4.13,5.53,0.0691,Low
C0084,2024-08,23.87,72.0,4.13,5.79,0.0372,Low
C0084,2024-09,29.61,67.4,2.99,4.48,0.0491,Low
C0084,2024-10,25.13,73.77,1.1,5.75,0.0538,Low
C0084,2024-11,24.29,74.79,0.92,2.36,0.0532,Low
C0084,2024-12,23.09,75.78,1.13,6.0,0.0529,Low
C0085,2024-01,21.04,78.14,0.82,3.11,0.037,Low
C0085,2024-02,11.28,86.73,1.99,5.07,0.0189,Low
C0085,2024-03,22.09,76.0,1.91,7.03,0.0437,Low
C0085,2024-04,11.55,88.09,0.36,5.44,0.0171,Low
C0085,2024-05,24.15,71.46,4.39,5.35,0.0502,Low
C0085,2024-06,26.14,73.63,0.23,7.68,0.0125,Low
C0085,2024-07,31.06,67.46,1.48,2.46,0.0466,Low
C0085,2024-08,13.08,84.33,2.59,3.48,0.0388,Low
C0085,2024-09,18.95,76.1,4.95,6.11,0.0633,Low
C0085,2024-10,11.92,88.06,0.02,6.02,-0.002,Low
C0085,2024-11,26.05,71.9,2.05,4.94,0.0401,Low
C0085,2024-12,18.38,80.73,0.89,2.59,0.0398,Low
C0086,2024-01,60.98,14.45,24.57,17.68,0.016,High
C0086,2024-02,43.39,43.03,13.58,26.36,0.0232,High
C0086,2024-03,63.71,15.35,20.94,20.55,0.0317,High
C0086,2024-04,67.39,2.76,29.85,16.33,0.0352,High
C0086,2024-05,70.6,2.79,26.61,16.04,0.0237,High
C0086,2024-06,74.24,12.14,13.62,26.38,-0.0512,High
C0086,2024-07,51.69,23.69,24.62,19.56,0.1559,High
C0086,2024-08,68.14,4.53,27.33,13.07,0.108,High
C0086,2024-09,64.22,22.98,12.8,19.48,-0.0517,High
C0086,2024-10,58.19,11.88,29.93,14.43,0.1428,High
C0086,2024-11,63.64,18.44,17.92,14.39,0.1424,High
C0086,2024-12,56.93,24.7,18.37,18.44,0.0159,High
C0087,2024-01,47.27,48.63,4.1,10.25,0.123,Medium
C0087,2024-02,36.3,52.05,11.65,6.23,0.0919,Medium
C0087,2024-03,40.65,47.21,12.14,11.08,0.0941,Medium
C0087,2024-04,47.02,40.63,12.35,12.62,0.0275,Medium
C0087,2024-05,48.3,43.35,8.35,7.2,0.0527,Medium
C0087,2024-06,47.98,43.34,8.68,8.59,0.024,Medium
C0087,2024-07,30.2,61.35,8.45,8.57,0.0717,Medium
C0087,2024-08,35.23,56.64,8.13,6.82,0.0599,Medium
C0087,2024-09,48.77,42.07,9.16,9.67,0.0932,Medium
C0087,2024-10,35.89,61.82,2.29,13.75,0.0528,Medium
C0087,2024-11,47.31,39.11,13.58,11.37,0.0598,Medium
C0087,2024-12,52.5,33.63,13.87,11.15,0.1168,Medium
C0088,2024-01,16.72,82.29,0.99,3.48,0.045,Low
C0088,2024-02,24.7,73.17,2.13,5.69,0.0136,Low
C0088,2024-03,12.04,87.52,0.44,3.03,0.023,Low
C0088,2024-04,17.08,80.92,2.0,6.87,0.0429,Low
C0088,2024-05,10.34,86.41,3.25,6.01,0.0371,Low
C0088,2024-06,24.11,72.57,3.32,6.07,0.0642,Low
C0088,2024-07,33.3,61.72,4.98,6.32,0.0649,Low
C0088,2024-08,11.23,87.61,1.16,7.38,0.0289,Low
C0088,2024-09,16.41,82.49,1.1,2.83,0.0395,Low
C0088,2024-10,26.87,71.93,1.2,6.55,0.0675,Low
C0088,2024-11,29.0,69.44,1.56,4.46,0.0539,Low
C0088,2024-12,17.58,78.51,3.91,6.6,0.0472,Low
C0089,2024-01,58.97,33.91,7.12,7.18,0.0938,Medium
C0089,2024-02,47.25,48.06,4.69,10.54,0.0875,Medium
C0089,2024-03,39.36,53.08,7.56,11.81,0.0292,Medium
C0089,2024-04,42.16,52.34,5.5,7.79,0.0755,Medium
C0089,2024-05,53.5,32.68,13.82,9.33,0.0851,Medium
C0089,2024-06,55.38,40.24,4.38,14.61,0.0746,Medium
C0089,2024-07,41.3,52.29,6.41,6.56,0.0389,Medium
C0089,2024-08,37.46,56.42,6.12,13.28,0.0547,Medium
C0089,2024-09,56.27,37.8,5.93,13.73,0.0821,Medium
C0089,2024-10,34.41,54.62,10.97,14.51,0.0843,Medium
C0089,2024-11,50.48,43.21,6.31,10.51,0.0679,Medium
C0089,2024-12,33.6,60.34,6.06,13.22,0.1418,Medium
C0090,2024-01,44.8,26.15,29.05,17.92,0.1519,High
C0090,2024-02,68.42,2.67,28.91,17.63,0.1399,High
C0090,2024-03,70.05,17.32,12.63,24.69,0.1428,High
C0090,2024-04,48.83,23.71,27.46,15.04,0.1393,High
C0090,2024-05,41.88,33.77,24.35,20.56,0.0585,High
C0090,2024-06,45.89,27.38,26.73,21.88,0.1539,High
C0090,2024-07,46.62,28.97,24.41,21.2,0.0279,High
C0090,2024-08,69.01,4.4,26.59,24.77,0.2669,High
C0090,2024-09,43.69,29.53,26.78,24.08,0.0133,High
C0090,2024-10,70.77,4.72,24.51,14.03,0.154,High
C0090,2024-11,54.27,18.0,27.73,12.85,0.0932,High
C0090,2024-12,62.1,22.49,15.41,16.48,0.0888,High
C0091,2024-01,50.44,24.05,25.51,19.08,0.1101,High
C0091,2024-02,52.92,29.94,17.14,18.19,0.0792,High
C0091,2024-03,58.22,22.97,18.81,27.84,0.3525,High
C0091,2024-04,44.85,25.5,29.65,16.5,0.2022,High
C0091,2024-05,42.57,34.17,23.26,22.72,-0.0325,High
C0091,2024-06,67.48,18.61,13.91,26.76,-0.063,High
C0091,2024-07,62.71,18.91,18.38,20.24,0.1355,High
C0091,2024-08,57.95,25.63,16.42,22.73,0.0222,High
C0091,2024-09,74.85,6.44,18.71,28.57,0.0506,High
C0091,2024-10,47.15,34.48,18.37,15.95,0.068,High
C0091,2024-11,40.01,31.69,28.3,27.19,0.0257,High
C0091,2024-12,44.21,44.44,11.35,25.03,0.1049,High
C0092,2024-01,55.07,32.55,12.38,21.22,-0.0061,High
C0092,2024-02,61.75,13.88,24.37,13.99,0.0276,High
C0092,2024-03,41.24,28.87,29.89,16.19,0.0813,High
C0092,2024-04,68.09,15.09,16.82,20.0,0.057,High
C0092,2024-05,63.64,16.18,20.18,27.51,0.0685,High
C0092,2024-06,74.61,5.73,19.66,29.76,0.2252,High
C0092,2024-07,66.41,18.62,14.97,21.69,0.0999,High
C0092,2024-08,52.09,37.77,10.14,19.26,0.0357,High
C0092,2024-09,48.21,25.41,26.38,18.07,0.0281,High
C0092,2024-10,48.18,40.46,11.36,15.37,0.0313,High
C0092,2024-11,59.44,24.73,15.83,19.51,0.1326,High
C0092,2024-12,71.68,8.46,19.86,17.94,0.0735,High
C0093,2024-01,33.84,65.86,0.3,3.79,0.0354,Low
C0093,2024-02,14.1,81.98,3.92,2.73,0.0322,Low
C0093,2024-03,25.87,73.51,0.62,2.42,0.045,Low
C0093,2024-04,11.94,83.28,4.78,3.48,0.0553,Low
C0093,2024-05,31.5,67.66,0.84,7.12,0.0469,Low
C0093,2024-06,29.24,66.09,4.67,7.46,0.0429,Low
C0093,2024-07,30.49,65.07,4.44,3.2,0.041,Low
C0093,2024-08,19.42,78.61,1.97,5.27,0.026,Low
C0093,2024-09,13.99,82.55,3.46,3.01,0.0415,Low
C0093,2024-10,29.91,66.39,3.7,5.87,0.0147,Low
C0093,2024-11,13.89,83.37,2.74,2.52,0.0307,Low
C0093,2024-12,11.0,87.63,1.37,7.73,-0.0044,Low
C0094,2024-01,52.33,36.81,10.86,15.22,0.0946,High
C0094,2024-02,44.94,29.79,25.27,13.96,0.0772,High
C0094,2024-03,74.35,8.02,17.63,25.95,0.1815,High
C0094,2024-04,46.72,40.36,12.92,28.89,-0.0591,High
C0094,2024-05,72.12,0.13,27.75,23.26,0.0122,High
C0094,2024-06,62.25,20.63,17.12,14.67,0.0329,High
C0094,2024-07,60.87,12.84,26.29,18.88,0.0762,High
C0094,2024-08,48.31,35.69,16.0,23.57,0.0495,High
C0094,2024-09,61.03,15.05,23.92,18.53,0.0621,High
C0094,2024-10,56.42,17.56,26.02,15.24,0.1138,High
C0094,2024-11,43.85,28.48,27.67,18.17,0.0246,High
C0094,2024-12,41.95,35.85,22.2,16.33,0.1338,High
C0095,2024-01,32.42,63.67,3.91,8.68,0.0507,Medium
C0095,2024-02,33.7,60.3,6.0,14.33,0.0448,Medium
C0095,2024-03,34.85,50.59,14.56,7.85,0.0724,Medium
C0095,2024-04,56.54,34.26,9.2,10.81,0.1229,Medium
C0095,2024-05,35.86,59.98,4.16,14.25,0.006,Medium
C0095,2024-06,52.8,40.8,6.4,14.57,-0.0005,Medium
C0095,2024-07,52.13,38.1,9.77,13.93,0.0037,Medium
C0095,2024-08,52.32,33.73,13.95,9.81,0.0671,Medium
C0095,2024-09,40.26,45.24,14.5,10.0,0.0016,Medium
C0095,2024-10,57.28,33.32,9.4,12.86,0.0637,Medium
C0095,2024-11,54.36,39.2,6.44,9.9,0.0532,Medium
C0095,2024-12,53.82,31.95,14.23,11.61,0.1089,Medium
C0096,2024-01,54.15,32.86,12.99,9.56,0.0691,Medium
C0096,2024-02,50.22,41.93,7.85,12.74,0.0428,Medium
C0096,2024-03,40.71,49.04,10.25,7.68,0.0695,Medium
C0096,2024-04,36.13,58.08,5.79,12.74,0.117,Medium
C0096,2024-05,44.48,50.71,4.81,14.71,0.019,Medium
C0096,2024-06,56.93,34.24,8.83,12.37,-0.027,Medium
C0096,2024-07,37.56,54.63,7.81,7.11,0.0742,Medium
C0096,2024-08,55.17,35.67,9.16,7.38,0.0423,Medium
C0096,2024-09,51.85,38.35,9.8,12.58,-0.0025,Medium
C0096,2024-10,49.45,47.66,2.89,14.08,0.0947,Medium
C0096,2024-11,33.58,60.16,6.26,13.34,-0.0116,Medium
C0096,2024-12,44.2,42.69,13.11,9.06,0.1088,Medium
C0097,2024-01,43.08,31.38,25.54,27.26,0.0593,High
C0097,2024-02,45.79,30.08,24.13,21.64,-0.0012,High
C0097,2024-03,62.24,23.83,13.93,15.81,0.0734,High
C0097,2024-04,59.59,13.25,27.16,24.0,0.0751,High
C0097,2024-05,55.24,15.7,29.06,24.95,0.0962,High
C0097,2024-06,49.06,39.88,11.06,25.07,0.1256,High
C0097,2024-07,44.24,39.7,16.06,21.58,0.2019,High
C0097,2024-08,45.82,36.59,17.59,23.11,0.1635,High
C0097,2024-09,73.95,1.5,24.55,28.61,0.1399,High
C0097,2024-10,46.72,29.95,23.33,23.22,0.1822,High
C0097,2024-11,61.08,19.12,19.8,21.52,0.1,High
C0097,2024-12,46.92,26.98,26.1,15.34,-0.011,High
C0098,2024-01,20.91,75.8,3.29,4.63,0.0506,Low
C0098,2024-02,18.68,76.66,4.66,7.54,0.0064,Low
C0098,2024-03,22.56,75.8,1.64,6.42,0.0427,Low
C0098,2024-04,18.41,76.99,4.6,2.07,0.0413,Low
C0098,2024-05,23.82,72.48,3.7,4.91,0.0816,Low
C0098,2024-06,15.91,81.67,2.42,4.57,0.046,Low
C0098,2024-07,11.87,87.6,0.53,7.02,0.0215,Low
C0098,2024-08,22.63,73.53,3.84,2.37,0.0416,Low
C0098,2024-09,24.42,74.98,0.6,2.22,0.0508,Low
C0098,2024-10,16.56,81.33,2.11,2.24,0.0394,Low
C0098,2024-11,21.23,75.88,2.89,5.43,0.024,Low
C0098,2024-12,12.67,85.5,1.83,2.6,0.0298,Low
C0099,2024-01,71.52,0.0,28.48,27.57,0.2322,High
C0099,2024-02,49.98,27.4,22.62,20.2,0.1307,High
C0099,2024-03,56.87,17.97,25.16,17.07,0.1151,High
C0099,2024-04,41.97,38.32,19.71,28.43,0.0557,High
C0099,2024-05,61.36,17.71,20.93,16.5,0.132,High
C0099,2024-06,59.58,20.13,20.29,13.79,0.067,High
C0099,2024-07,40.56,30.17,29.27,18.79,0.0438,High
C0099,2024-08,63.91,7.44,28.65,22.36,0.1085,High
C0099,2024-09,44.42,33.95,21.63,25.79,0.1526,High
C0099,2024-10,62.71,9.31,27.98,23.22,0.0784,High
C0099,2024-11,44.6,39.21,16.19,15.63,0.0806,High
C0099,2024-12,63.67,20.31,16.02,15.31,0.0947,High
C0100,2024-01,56.59,28.89,14.52,23.1,0.0693,High
C0100,2024-02,56.4,30.64,12.96,29.72,0.0518,High
C0100,2024-03,47.32,40.07,12.61,15.66,0.0497,High
C0100,2024-04,59.79,29.79,10.42,12.62,0.1281,High
C0100,2024-05,55.61,18.06,26.33,27.93,0.0961,High
C0100,2024-06,71.96,10.28,17.76,26.93,0.0179,High
C0100,2024-07,44.68,26.61,28.71,25.53,0.0996,High
C0100,2024-08,52.72,18.52,28.76,16.96,0.1121,High
C0100,2024-09,51.62,24.36,24.02,25.78,0.1349,High
C0100,2024-10,42.24,40.02,17.74,17.09,0.114,High
C0100,2024-11,50.66,19.68,29.66,23.57,0.1766,High
C0100,2024-12,55.21,17.4,27.39,15.25,0.0679,High
C0101,2024-01,47.66,35.82,16.52,25.61,0.1934,High
C0101,2024-02,55.56,19.59,24.85,16.11,0.0136,High
C0101,2024-03,42.04,41.96,16.0,20.54,0.0422,High
C0101,2024-04,54.0,34.85,11.15,22.5,0.0002,High
C0101,2024-05,70.96,16.01,13.03,22.76,0.021,High
C0101,2024-06,64.54,17.25,18.21,21.08,0.1979,High
C0101,2024-07,40.26,35.91,23.83,23.9,0.0708,High
C0101,2024-08,74.27,7.32,18.41,21.04,0.0647,High
C0101,2024-09,71.84,3.81,24.35,22.48,0.1209,High
C0101,2024-10,55.99,24.51,19.5,18.95,0.0991,High
C0101,2024-11,73.84,2.22,23.94,13.5,0.0932,High
C0101,2024-12,42.41,36.6,20.99,19.51,0.1424,High
C0102,2024-01,47.14,26.33,26.53,22.04,-0.0377,High
C0102,2024-02,56.43,16.41,27.16,17.49,0.0967,High
C0102,2024-03,46.75,40.67,12.58,17.36,0.0605,High
C0102,2024-04,47.97,38.71,13.32,17.99,0.1514,High
C0102,2024-05,72.9,10.24,16.86,29.79,-0.0321,High
C0102,2024-06,71.19,9.6,19.21,24.77,0.0841,High
C0102,2024-07,74.43,14.57,11.0,13.74,0.0403,High
C0102,2024-08,46.45,42.76,10.79,12.39,0.1027,High
C0102,2024-09,67.11,20.2,12.69,20.42,-0.0014,High
C0102,2024-10,40.95,33.38,25.67,12.19,0.152,High
C0102,2024-11,66.66,5.47,27.87,19.79,-0.0046,High
C0102,2024-12,53.62,18.63,27.75,28.09,0.3124,High
C0103,2024-01,48.45,37.5,14.05,14.66,-0.0612,Medium
C0103,2024-02,38.36,47.17,14.47,7.29,0.079,Medium
C0103,2024-03,47.4,46.93,5.67,8.51,0.0633,Medium
C0103,2024-04,32.48,63.51,4.01,9.96,0.0323,Medium
C0103,2024-05,45.32,49.32,5.36,8.85,0.0523,Medium
C0103,2024-06,59.0,26.72,14.28,9.01,0.0621,Medium
C0103,2024-07,47.13,39.05,13.82,6.06,0.071,Medium
C0103,2024-08,30.43,64.22,5.35,10.05,0.0685,Medium
C0103,2024-09,50.79,37.68,11.53,14.96,0.0838,Medium
C0103,2024-10,46.0,46.73,7.27,7.52,0.021,Medium
C0103,2024-11,59.33,27.58,13.09,10.48,0.0322,Medium
C0103,2024-12,46.32,42.65,11.03,10.64,0.083,Medium
C0104,2024-01,61.4,21.18,17.42,25.9,0.0508,High
C0104,2024-02,52.14,29.22,18.64,26.07,-0.01,High
C0104,2024-03,56.95,17.17,25.88,22.38,0.1616,High
C0104,2024-04,48.34,37.17,14.49,21.08,0.037,High
C0104,2024-05,49.13,40.69,10.18,23.67,-0.1395,High
C0104,2024-06,73.85,4.73,21.42,27.54,0.1415,High
C0104,2024-07,44.88,33.74,21.38,27.62,0.2133,High
C0104,2024-08,53.02,35.13,11.85,20.24,0.1085,High
C0104,2024-09,53.81,18.85,27.34,16.39,0.0528,High
C0104,2024-10,70.86,0.0,29.14,19.98,0.0257,High
C0104,2024-11,51.24,28.24,20.52,24.38,0.149,High
C0104,2024-12,41.8,47.21,10.99,18.95,0.0129,High
C0105,2024-01,39.47,52.15,8.38,8.89,0.0438,Medium
C0105,2024-02,59.25,33.41,7.34,10.0,0.0394,Medium
C0105,2024-03,47.3,37.92,14.78,8.17,0.0998,Medium
C0105,2024-04,48.22,48.63,3.15,12.09,0.0932,Medium
C0105,2024-05,31.92,58.33,9.75,12.66,0.077,Medium
C0105,2024-06,30.91,56.12,12.97,10.14,0.0479,Medium
C0105,2024-07,36.53,59.73,3.74,14.58,0.1055,Medium
C0105,2024-08,46.35,50.02,3.63,8.61,0.0181,Medium
C0105,2024-09,37.16,58.06,4.78,9.7,0.026,Medium
C0105,2024-10,41.0,51.92,7.08,14.79,0.0902,Medium
C0105,2024-11,58.64,28.96,12.4,8.17,0.0694,Medium
C0105,2024-12,38.0,53.42,8.58,13.0,0.0412,Medium
C0106,2024-01,69.57,13.24,17.19,24.37,0.0564,High
C0106,2024-02,64.55,25.25,10.2,19.37,0.0647,High
C0106,2024-03,51.53,24.6,23.87,25.79,0.1569,High
C0106,2024-04,50.28,30.79,18.93,25.09,0.0335,High
C0106,2024-05,64.25,6.0,29.75,16.05,0.15,High
C0106,2024-06,72.03,14.84,13.13,25.53,0.2046,High
C0106,2024-07,59.89,24.62,15.49,20.54,0.1316,High
C0106,2024-08,71.11,7.5,21.39,23.37,-0.0352,High
C0106,2024-09,58.16,30.82,11.02,16.19,-0.0232,High
